title,youtube,site_page,landing,new_description
פודקאסט #44 😱 90% מהתוכן שלכם יהיה מבוסס AI עד 2030. נטלי זהר חושפת את האמת המפחידה והמרגשת! 🤖🔥,https://www.youtube.com/watch?v=jqehAAETVM0,https://weccelerate.co.il/videos/פודקאסט-44-90-מהתוכן-שלכם-יהיה-מבוסס-ai-עד-2030-נטלי-זהר-חוש-jqehAAETVM0,app-development,"😱 90% מהתוכן שלכם יהיה מבוסס AI עד 2030.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-44-90-ai-2030-jqehaaetvm0

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"תחום הDefenseTech פורץ קדימה, ומשרד הביטחון כבר בשיתוף פעולה עם עשרות סטארטאפים ישראליים!",https://www.youtube.com/watch?v=W85m3YF0_E8,https://weccelerate.co.il/videos/תחום-הdefensetech-פורץ-קדימה-ומשרד-הביטחון-כבר-בשיתוף-פעולה--W85m3YF0_E8,marketing,"השבוע אברהם שלנו - סמנכ""ל השיווק של חברת WeCcelerate 💛 התארח בערוץ 10 ערוץ הכלכלה של ישראל!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/marketing?utm_source=youtube&utm_medium=video&utm_campaign=marketing-defensetech-w85m3yf0-e8

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פרק חדש של 'הסלון של וויסלרייט',https://www.youtube.com/watch?v=55Y94z7WNng,https://weccelerate.co.il/videos/פרק-חדש-של-הסלון-של-וויסלרייט-55Y94z7WNng,startup,"כמו בכל שבוע הסלון נפתח 🛋️ והפעם?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-55y94z7wnng

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
על 'הסלון של וויסלרייט' כבר שמעתם?👂🏼,https://www.youtube.com/watch?v=0P22-dXJnIY,https://weccelerate.co.il/videos/על-הסלון-של-וויסלרייט-כבר-שמעתם-0P22-dXJnIY,startup,"אם עדיין לא שמעתם על 'הסלון של וויסלרייט' - אז זה הזמן!!!👂🏼 פרק חדש מידי שבוע ביום שני בשעה 18:00 🕰️ כל שבוע מארחים אורח חדש 🤝🏻 הפעם אירחנו אורח מיוחד -…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-0p22-dxjniy

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #43 המפקד מסיירת מטכ""ל ואיש עסקים: השיחה הכי כנה ששמעתם על מנהיגות, יזמות וכישלונות 🤯",https://www.youtube.com/watch?v=bY9fBb2a9y0,https://weccelerate.co.il/videos/פודקאסט-43-המפקד-מסיירת-מטכל-ואיש-עסקים-השיחה-הכי-כנה-ששמעתם-bY9fBb2a9y0,medtech,"המפקד מסיירת מטכ""ל ואיש עסקים: השיחה הכי כנה ששמעתם על מנהיגות, יזמות וכישלונות 🤯 איך מפקד ביחידה מובחרת הופך להיות מנכ""ל של חברה בינלאומית?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/medtech?utm_source=youtube&utm_medium=video&utm_campaign=medtech-43-by9fbb2a9y0

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #42 מפסיכולוגיה הודית עתיקה ועד להשקעות בהייטק - איך הכל מתחבר?! 🤯,https://www.youtube.com/watch?v=RLCyTwlSMUg,https://weccelerate.co.il/videos/פודקאסט-42-מפסיכולוגיה-הודית-עתיקה-ועד-להשקעות-בהייטק-איך-הכ-RLCyTwlSMUg,fundraising,"הפודקאסט הכי מטורף שישגע לכם את הראש!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-42-rlcytwlsmug

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פרק חדש של 'הסלון של וויסלרייט'!,https://www.youtube.com/watch?v=vL_qlyzoGbA,https://weccelerate.co.il/videos/פרק-חדש-של-הסלון-של-וויסלרייט-vL_qlyzoGbA,startup,"כמו בכל שבוע, מפנים את המקום בסלון 🛋️ ויושבים לשיחה שלא תרצו שתיגמר.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-vl-qlyzogba

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #41 🤯 הנפקת חברה בנאסד""ק: ינקי מרגלית חושף את האמת על הכישלונות שהפכו אותו למי שהוא! 🚀💰",https://www.youtube.com/watch?v=GHEY3K_ubgU,https://weccelerate.co.il/videos/פודקאסט-41-הנפקת-חברה-בנאסדק-ינקי-מרגלית-חושף-את-האמת-על-הכי-GHEY3K_ubgU,fundraising,"איך הופכים ילד מחונן בבת-ים לאחד היזמים המשפיעים בישראל?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-41-ghey3k-ubgu

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פרק חדש של הסלון של וויסלרייט!,https://www.youtube.com/watch?v=vaqdU5-x8IY,https://weccelerate.co.il/videos/פרק-חדש-של-הסלון-של-וויסלרייט-vaqdU5-x8IY,startup,"חג שבועות שמח!🌾 לכבוד החג הפרק יעלה ביום ראשון בשעה 14:00 לא לשכוח!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-vaqdu5-x8iy

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #40 💔 הרגע ששבר אותה: איך יזמית רפואית הפכה משבר אישי לסטארט-אפ שמציל חיים! 🏥💡,https://www.youtube.com/watch?v=t-nnqICeUEE,https://weccelerate.co.il/videos/פודקאסט-40-הרגע-ששבר-אותה-איך-יזמית-רפואית-הפכה-משבר-אישי-לס-t-nnqICeUEE,medtech,"מה קורה כשהצורך האישי שלך הופך לפתרון טכנולוגי שישנה את מערכת הבריאות העולמית?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/medtech?utm_source=youtube&utm_medium=video&utm_campaign=medtech-40-t-nnqiceuee

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פרק חדש של הסלון של וויסלרייט!,https://www.youtube.com/watch?v=G6ufTRm95Cw,https://weccelerate.co.il/videos/פרק-חדש-של-הסלון-של-וויסלרייט-G6ufTRm95Cw,startup,"מחר יום שני בשעה 18:00 לא לשכוח!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-g6uftrm95cw

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #39 🤫 סודות המיתוג: כך בונים מותג שמנפיק! מיכל גת חושפת את הקלפים 🚀💰,https://www.youtube.com/watch?v=bV7eAkklj4g,https://weccelerate.co.il/videos/פודקאסט-39-סודות-המיתוג-כך-בונים-מותג-שמנפיק-מיכל-גת-חושפת-א-bV7eAkklj4g,fundraising,"מה באמת ההבדל בין חברה טובה לחברה ששווה מיליארדים?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-39-bv7eakklj4g

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #38 💰 הדרך הסודית לגיוס הון: אלירן עזר, מנכ""ל Wings IL, חושף הכל על Deep Tech והשקעות! 🤯🚀",https://www.youtube.com/watch?v=YwJy-_BUk3g,https://weccelerate.co.il/videos/פודקאסט-38-הדרך-הסודית-לגיוס-הון-אלירן-עזר-מנכל-wings-il-חוש-YwJy-_BUk3g,fundraising,"איך קצין בחיל הים מגיע ל-JVP, הופך למומחה ל-Venture Lending, ומקים את מועדון האנג'לים הנחשק ביותר לטכנולוגיות עמוקות (Deep Tech)?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-38-wings-il-ywjy-buk3g

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #37 בסלון של וויסלרייט על הספה, אלון עם הילה שביב מייסדת ומנכל""ית גלס-ביו טוליפון",https://www.youtube.com/watch?v=ZncT-Fw6uyo,https://weccelerate.co.il/videos/פודקאסט-37-בסלון-של-וויסלרייט-על-הספה-אלון-עם-הילה-שביב-מייס-ZncT-Fw6uyo,startup,"הסלון של וויסלרייט בפרק זה, אלון פנחס בשיח מרתק עם הילה שביב מייסדת ומנכל""ית גלס-ביו טוליפון, על סיפורה המרתק ועל מילותיה המסקרנות: ""אני כל כך מאמינה בדרך…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-37-znct-fw6uyo

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #36 בסלון של וויסלרייט על הספה, אלון עם האלוף במיל' יעקב עמידרור",https://www.youtube.com/watch?v=huEMZQa_ryg,https://weccelerate.co.il/videos/פודקאסט-36-בסלון-של-וויסלרייט-על-הספה-אלון-עם-האלוף-במיל-יעק-huEMZQa_ryg,startup,"הסלון של וויסלרייט בפרק זה, אלון פנחס בשיח מרתק עם האלוף במיל' יעקב עמידרור, ראש המטה לבטחון לאומי (לשעבר) על סיפורו המרתק ועל מילותיו המסקרנות: ""לפעמים…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-36-huemzqa-ryg

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"""האיש ששומר על הסודות של המדינה: האם אפשר לפרוץ למערכות טילים?"" 🚀🔓",https://www.youtube.com/watch?v=D2DiD6ZzZeo,https://weccelerate.co.il/videos/האיש-ששומר-על-הסודות-של-המדינה-האם-אפשר-לפרוץ-למערכות-טילים-D2DiD6ZzZeo,startup,"מה קורה כשהמערכות הכי רגישות של צה""ל והתעשייה האווירית עומדות למבחן?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-d2did6zzzeo

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #34 בסלון של וויסלרייט על הספה, עידו סבג עם מיטל רביב, מנכ”לית ובעלים של חברת MERA",https://www.youtube.com/watch?v=zwVoyXUUOEs,https://weccelerate.co.il/videos/פודקאסט-34-בסלון-של-וויסלרייט-על-הספה-עידו-סבג-עם-מיטל-רביב--zwVoyXUUOEs,startup,"הסלון של וויסלרייט בפרק זה, עידו סבג בשיח מרתק עם מיטל רביב, מנכ”לית ובעלים של חברת MERA , על סיפורה המרתק ועל מילותיה המסקרנות: ""בסוף גם אם נכשלת, זה אומר…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-34-zwvoyxuuoes

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #33 🤯 איך AI משנה את חדרי הניתוח? 🤯,https://www.youtube.com/watch?v=5jCAbwGowgg,https://weccelerate.co.il/videos/פודקאסט-33-איך-ai-משנה-את-חדרי-הניתוח-5jCAbwGowgg,medtech,"🤯 איך AI משנה את חדרי הניתוח?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/medtech?utm_source=youtube&utm_medium=video&utm_campaign=medtech-33-ai-5jcabwgowgg

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #32 בסלון של וויסלרייט על הספה, אלון וסלבה מנדלביץ - יזם, מנכ""ל ובעלים של חברת הפיתוח Anvi",https://www.youtube.com/watch?v=LtnbHGXciYY,https://weccelerate.co.il/videos/פודקאסט-32-בסלון-של-וויסלרייט-על-הספה-אלון-וסלבה-מנדלביץ-יזם-LtnbHGXciYY,startup,"הסלון של וויסלרייט בפרק זה, אלון פנחס בשיח מרתק עם סלבה מנדלביץ - יזם, מנכ""ל ובעלים של חברת הפיתוח Anvi, על סיפורו המרתק ועל מילותיו המסקרנות: ""בכל אבן דרך…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-32-ltnbhgxciyy

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"השבוע זכינו לארח את יוסי מולדבסקי - משקיע, שותף מייסד של קרן ההון הסיכון Plus Ventures😊",https://www.youtube.com/watch?v=BLxzR6cW3YM,https://weccelerate.co.il/videos/השבוע-זכינו-לארח-את-יוסי-מולדבסקי-משקיע-שותף-מייסד-של-קרן-הה-BLxzR6cW3YM,fundraising,"השבוע זכינו לארח את יוסי מולדבסקי - משקיע, שותף מייסד של קרן ההון הסיכון Plus Ventures😊 יוסי פגש מספר מיזמים שליווינו עוד מהשלבים הראשונים שלהם!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-blxzr6cw3ym

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #31 איך יוסי מולדבסקי הפך לאחד המשקיעים הבולטים בישראל? 🔥,https://www.youtube.com/watch?v=Rrz4CvcgJgI,https://weccelerate.co.il/videos/פודקאסט-31-איך-יוסי-מולדבסקי-הפך-לאחד-המשקיעים-הבולטים-בישרא-Rrz4CvcgJgI,fundraising,"הצצה בלעדית לפודקאסט של וויסלרייט!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-31-rrz4cvcgjgi

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
תאריך חדש נפתח! זאת ההזדמנות שלכם!,https://www.youtube.com/watch?v=ZxxrSaex-pY,https://weccelerate.co.il/videos/תאריך-חדש-נפתח-זאת-ההזדמנות-שלכם-ZxxrSaex-pY,fundraising,"לא מדובר בעוד אירוע נטוורקינג גנרי או פאנל דוברים – אלא במפגש שבו נפתחו הדלתות ליזמים לקבל תשובות והכוונה משמעותיות ונוצרו הזדמנויות חדשות.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-zxxrsaex-py

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
הערכת שווי החברה,https://www.youtube.com/watch?v=XSiitOtTWXQ,https://weccelerate.co.il/videos/הערכת-שווי-החברה-XSiitOtTWXQ,fundraising,"אז איך מעריכים שווי של חברה???

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-xsiitottwxq

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
סגירת מעגל,https://www.youtube.com/watch?v=HeAGroR2uN0,https://weccelerate.co.il/videos/סגירת-מעגל-HeAGroR2uN0,startup,"מחפשים לדעת איך לשלב את פיתוח המוצר לשלב הפרקטיקה ?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-heagror2un0

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #30 בסלון של וויסלרייט על הספה, אלון וליאור יסיאס, איש עסקים ,מנכ""ל ומייסד Esayas Group",https://www.youtube.com/watch?v=7xkEs1JDrEI,https://weccelerate.co.il/videos/פודקאסט-30-בסלון-של-וויסלרייט-על-הספה-אלון-וליאור-יסיאס-איש--7xkEs1JDrEI,startup,"הסלון של וויסלרייט בפרק זה, אלון פנחס בשיח מרתק עם ליאור יסיאס, איש עסקים ,מנכ""ל ומייסד Esayas Group, על סיפורו המרתק ועל מילותיו המסקרנות: ""ביום הזה הבנתי…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-30-7xkes1jdrei

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
ככה נראה העתיד כשהוא נבנה בזמן אמת – מבט מקרוב על בית פתוח ליזמים,https://www.youtube.com/watch?v=DuJmpZbBZ6U,https://weccelerate.co.il/videos/ככה-נראה-העתיד-כשהוא-נבנה-בזמן-אמת-מבט-מקרוב-על-בית-פתוח-ליז-DuJmpZbBZ6U,fundraising,"ביום חמישי האחרון, משהו מיוחד קרה.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-dujmpzbbz6u

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #29 הפרק הזה הולך לשנות לכם את כל מה שחשבתם על יזמות, השקעות ומה שביניהם! 🚀",https://www.youtube.com/watch?v=Y_r16coDvUQ,https://weccelerate.co.il/videos/פודקאסט-29-הפרק-הזה-הולך-לשנות-לכם-את-כל-מה-שחשבתם-על-יזמות--Y_r16coDvUQ,fundraising,"הפודקאסט שכולם מדברים עליו סוף סוף כאן!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-29-y-r16codvuq

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #28איך הופכים רעיון קטן לאימפריה גלובלית ועד הטעויות שכל יזם חייב להימנע מהן🧑‍💻 🔥,https://www.youtube.com/watch?v=OXrULGXXKbk,https://weccelerate.co.il/videos/פודקאסט-28איך-הופכים-רעיון-קטן-לאימפריה-גלובלית-ועד-הטעויות--OXrULGXXKbk,medtech,"הפודקאסט הזה הולך לשנות לכם את החיים!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/medtech?utm_source=youtube&utm_medium=video&utm_campaign=medtech-28-oxrulgxxkbk

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
חשוב מי המשקיע,https://www.youtube.com/watch?v=gU75uzpFG40,https://weccelerate.co.il/videos/חשוב-מי-המשקיע-gU75uzpFG40,fundraising,"מחפש למצוא משקיע למיזם?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-gu75uzpfg40

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
תהליך שלוקח זמן,https://www.youtube.com/watch?v=onl1XZGHIt8,https://weccelerate.co.il/videos/תהליך-שלוקח-זמן-onl1XZGHIt8,startup,"לפעמיים התהליך לוקח זמן ...⌛ ההמתנה הנכונה היא המפתח להצלחה אם תמהר אולי תפספס את ההזדמנות שלך ...😮 אנחנו בחברת וויסלרייט יודעים לתת את הכלים הנכונים להצלחה…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-onl1xzghit8

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
יזמים רעבים לפיתוח,https://www.youtube.com/watch?v=XqyXWL8GdXs,https://weccelerate.co.il/videos/יזמים-רעבים-לפיתוח-XqyXWL8GdXs,product-development,"אנחנו מחפשים יזמים רעבים להצלחה!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/product-development?utm_source=youtube&utm_medium=video&utm_campaign=product-xqyxwl8gdxs

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
מלימודים לפרקטיקה,https://www.youtube.com/watch?v=gPqBX7b4b0c,https://weccelerate.co.il/videos/מלימודים-לפרקטיקה-gPqBX7b4b0c,startup,"הוא משלנו!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-gpqbx7b4b0c

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
הכרישים vs המציאות,https://www.youtube.com/watch?v=JawsMW0_LUU,https://weccelerate.co.il/videos/הכרישים-vs-המציאות-JawsMW0_LUU,fundraising,"כולם חושבים שחברה כמונו זה כמו בכרישים ...🦈 בהתחלה הדרך תהיה קשה ובסוף תראו שזה יהיה שווה!!!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-vs-jawsmw0-luu

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
